Patv,Wspd,Ndir,Pab1,Pab2,Pab3,Target
355.02,5.03,196.2,0.99,0.99,0.99,355.02
358.23,5.13,193.68,0.99,0.99,0.99,358.23
267.8,4.41,190.61,0.99,0.99,0.99,267.8
273.6,4.46,184.72,0.99,0.99,0.99,273.6
209.12,4.02,189.3,0.99,0.99,0.99,209.12
329.41,4.88,188.52,0.99,0.99,0.99,329.41
202.91,4,190.39,0.99,0.99,0.99,202.91
154.35,3.54,187.59,0.99,0.99,0.99,154.35
196.21,3.99,181.78,0.99,0.99,0.99,196.21
124.82,3.08,185.99,0.99,0.99,0.99,124.82
127.19,3.25,186.69,0.99,0.99,0.99,127.19
120.12,3.11,188.04,0.99,0.99,0.99,120.12
125.84,3.35,183.97,0.99,0.99,0.99,125.84
79.44,2.76,182.46,0.99,0.99,0.99,79.44
129.7,3.3,194.12,0.99,0.99,0.99,129.7
184.12,3.89,211.93,0.99,0.99,0.99,184.12
274.47,4.65,209.36,0.99,0.99,0.99,274.47
235.07,3.89,199.17,0.99,0.99,0.99,235.07
164.65,3.67,195.09,0.99,0.99,0.99,164.65
303.47,5.04,195.09,0.99,0.99,0.99,303.47
337.87,5.23,202.84,0.99,0.99,0.99,337.87
385.84,5.68,203.17,0.99,0.99,0.99,385.84
399.97,5.57,205.36,0.99,0.99,0.99,399.97
445.98,5.72,210.76,0.99,0.99,0.99,445.98
539.08,6.16,210.77,1,1,1,539.08
388.55,5.31,210.79,0.99,0.99,0.99,388.55
483,5.92,210.79,0.99,0.99,0.99,483
303.22,4.81,210.79,0.99,0.99,0.99,303.22
179.81,3.74,210.79,0.99,0.99,0.99,179.81
250.22,4.64,210.79,0.99,0.99,0.99,250.22
274.89,4.7,210.79,0.99,0.99,0.99,274.89
228.61,4.39,208.92,0.99,0.99,0.99,228.61
159.88,3.7,202.18,0.99,0.99,0.99,159.88
116.78,3.29,202.18,0.99,0.99,0.99,116.78
71.66,2.55,202.18,0.99,0.99,0.99,71.66
55.79,2.29,197.44,0.99,0.99,0.99,55.79
94.84,2.95,185.14,0.99,0.99,0.99,94.84
109.71,3.06,177.03,0.99,0.99,0.99,109.71
191.32,4,177.03,0.99,0.99,0.99,191.32
207.59,4.26,178.49,0.99,0.99,0.99,207.59
203.5,4.05,188.11,0.99,0.99,0.99,203.5
170.83,3.54,198.15,0.99,0.99,0.99,170.83
185.08,3.71,195.22,0.99,0.99,0.99,185.08
93.44,2.69,188.32,0.99,0.99,0.99,93.44
98.19,2.85,192.36,0.99,0.99,0.99,98.19
84.06,2.82,174.02,0.99,0.99,0.99,84.06
75.52,2.59,174.02,0.99,0.99,0.99,75.52
75.61,2.59,184.16,0.99,0.99,0.99,75.61
102.16,3.1,185.52,0.99,0.99,0.99,102.16
116.82,3.2,174.04,0.99,0.99,0.99,116.82
165.03,3.62,174.04,0.99,0.99,0.99,165.03
282.46,4.54,174.02,0.99,0.99,0.99,282.46
294.34,4.82,176.57,0.99,0.99,0.99,294.34
143.48,3.18,184.27,0.99,0.99,0.99,143.48
204.6,4.24,183.73,0.99,0.99,0.99,204.6
76.75,2.54,186.82,0.99,0.99,0.99,76.75
109.84,3.22,189.76,0.99,0.99,0.99,109.84
117.58,3.23,182.7,0.99,0.99,0.99,117.58
175.59,3.95,199.67,0.99,0.99,0.99,175.59
274.98,4.61,208.14,0.99,0.99,0.99,274.98
310.08,4.83,207.57,0.99,0.99,0.99,310.08
314.7,4.9,206.29,0.99,0.99,0.99,314.7
147.99,3.48,201.8,0.99,0.99,0.99,147.99
56.81,1.97,194.7,0.99,0.99,0.99,56.81
61.3,2.32,196.66,0.99,0.99,0.99,61.3
52.8,2.23,207.22,0.99,0.99,0.99,52.8
100.67,3,207.22,0.99,0.99,0.99,100.67
222.17,4.3,207.22,0.99,0.99,0.99,222.17
395.27,5.49,212.08,0.99,0.99,0.99,395.27
382.82,5.51,217.64,0.99,0.99,0.99,382.82
372.48,5.68,214.83,0.99,0.99,0.99,372.48
154.08,3.55,210.91,1,1,1,154.08
60.32,2.68,201.92,1,1,1,60.32
-1.03,1.42,185.07,1,1,1,-1.03
-0.31,1.52,196.85,1.68,1.68,1.68,-0.31
-0.3,1.61,196.85,1.9,1.9,1.9,-0.3
-0.3,1.65,196.85,1.9,1.9,1.9,-0.3
-0.3,2.14,196.85,1.9,1.9,1.9,-0.3
-0.3,3.52,174.15,1.83,1.83,1.83,-0.3
165.74,3.71,153.53,1,1,1,165.74
160.69,3.58,174.18,0.99,0.99,0.99,160.69
129.19,3.14,187.51,0.99,0.99,0.99,129.19
168.61,3.74,200.25,0.99,0.99,0.99,168.61
238.3,4.26,215.37,0.99,0.99,0.99,238.3
509.34,5.97,224.71,1,1,1,509.34
861.03,7.61,228.46,1,1,1,861.03
659.65,6.76,228.51,1,1,1,659.65
765.58,7.31,228.55,1,1,1,765.58
850.84,7.52,236.1,1,1,1,850.84
914.8,7.72,236.17,1,1,1,914.8
1077.99,8.3,236.21,1,1,1,1077.99
1111.8,8.45,236.21,1,1,1,1111.8
747.82,6.89,242.09,1,1,1,747.82
476.39,5.74,238.75,0.99,0.99,0.99,476.39
364.08,5.17,236.29,0.99,0.99,0.99,364.08
291.33,4.47,236.29,0.99,0.99,0.99,291.33
223.06,3.88,224.37,0.99,0.99,0.99,223.06
89.98,2.71,228.67,0.99,0.99,0.99,89.98
45.82,2.28,215.75,0.99,0.99,0.99,45.82
52.95,2.32,197.64,0.99,0.99,0.99,52.95
27.3,1.9,200.68,0.99,0.99,0.99,27.3
25.74,1.96,217.42,0.99,0.99,0.99,25.74
32.26,2.03,236.06,0.99,0.99,0.99,32.26
157.29,3.51,233.06,0.99,0.99,0.99,157.29
221.97,4,226.88,0.99,0.99,0.99,221.97
259.23,4.32,226.88,0.99,0.99,0.99,259.23
262.83,4.37,226.87,0.99,0.99,0.99,262.83
287.26,4.49,220.5,0.99,0.99,0.99,287.26
118.93,4.07,209.1,1.42,1.42,1.42,118.93
218.27,4.27,201.04,1.01,1.01,1.01,218.27
111.6,3.05,184.69,0.99,0.99,0.99,111.6
167.27,3.61,177.89,0.99,0.99,0.99,167.27
218.61,3.95,180.39,0.99,0.99,0.99,218.61
523.92,5.95,205.75,1,1,1,523.92
686.56,6.77,211.53,1,1,1,686.56
945.03,7.89,207.3,1,1,1,945.03
1016.24,7.96,201.36,1,1,1,1016.24
1016.39,8.03,201.41,1,1,1,1016.39
1028.37,8.25,210.32,1,1,1,1028.37
909.18,7.57,222.13,1,1,1,909.18
976.13,7.79,228.1,1,1,1,976.13
921.09,7.6,228.13,1,1,1,921.09
834.96,7.32,224.04,1,1,1,834.96
987.64,7.94,218.55,1,1,1,987.64
1228.86,8.9,212.02,1.01,1.01,1.01,1228.86
1199.18,8.87,214.61,1,1,1,1199.18
1295.29,9.12,207.28,1,1,1,1295.29
1088.05,8.35,214.61,1,1,1,1088.05
1353.2,9.79,213.77,1.03,1.03,1.03,1353.2
1400.53,9.8,208.62,1.01,1.01,1.01,1400.53
1466.18,10.09,205.37,1.02,1.02,1.02,1466.18
1454.53,10.24,203.49,1.03,1.03,1.03,1454.53
1549.84,12.2,205.35,1.08,1.08,1.08,1549.84
1539.45,11.64,205.35,1.06,1.06,1.06,1539.45
1504.72,11.7,205.41,1.07,1.07,1.07,1504.72
1455.49,10.97,210.68,1.05,1.05,1.05,1455.49
1440.77,11.36,209.19,1.06,1.06,1.06,1440.77
1360.89,10.88,211.77,1.06,1.06,1.06,1360.89
1485.29,10.92,214.63,1.05,1.05,1.05,1485.29
1417.79,12.42,215.22,1.09,1.09,1.09,1417.79
1290.05,10.32,218.79,1.06,1.06,1.06,1290.05
1478.17,11.7,210.17,1.07,1.07,1.07,1478.17
1340.35,12.01,211.19,1.09,1.09,1.09,1340.35
1343.54,12.79,208.79,1.1,1.1,1.1,1343.54
1328.88,11.42,208.77,1.08,1.08,1.08,1328.88
1378.26,12.5,210.3,1.09,1.09,1.09,1378.26
1419.74,13.69,212.29,1.12,1.12,1.12,1419.74
1286.79,14.66,212.51,1.14,1.14,1.14,1286.79
1305.44,14.7,219.39,1.14,1.14,1.14,1305.44
1431.91,13.02,219.42,1.11,1.11,1.11,1431.91
1386.14,11.69,220.74,1.09,1.09,1.09,1386.14
1244.78,10.04,223.65,1.05,1.05,1.05,1244.78
1312.83,9.11,219.46,1.01,1.01,1.01,1312.83
1102.44,8.11,220.85,1,1,1,1102.44
1126.69,8.31,222.46,1,1,1,1126.69
956.49,7.57,219.5,1,1,1,956.49
820.24,7.17,221.29,1,1,1,820.24
611.67,6.11,223.46,1,1,1,611.67
733.54,6.58,219.87,1,1,1,733.54
873.81,7.44,225.09,1,1,1,873.81
1064.56,8.32,231.84,1,1,1,1064.56
594.95,6.33,234.86,1,1,1,594.95
425.01,5.48,244.85,0.99,0.99,0.99,425.01
590.85,6.31,250.18,1,1,1,590.85
736.78,6.94,250.2,1,1,1,736.78
621.08,6.26,247.74,1,1,1,621.08
433.09,5.41,244.79,0.99,0.99,0.99,433.09
251.38,4.15,242.71,0.99,0.99,0.99,251.38
297.21,4.59,242.71,0.99,0.99,0.99,297.21
333.15,4.79,242.71,0.99,0.99,0.99,333.15
322.4,4.76,242.69,0.99,0.99,0.99,322.4
169.81,3.57,237.6,0.99,0.99,0.99,169.81
84.59,2.72,234.05,0.99,0.99,0.99,84.59
97.26,3.02,234.05,0.99,0.99,0.99,97.26
31.74,2.02,232.28,1,1,1,31.74
-0.32,1.67,214.92,1.21,1.21,1.21,-0.32
-0.3,2.05,229.3,1.9,1.9,1.9,-0.3
-0.3,2.12,229.3,1.9,1.9,1.9,-0.3
-0.3,1.52,229.3,1.9,1.9,1.9,-0.3
-0.3,3.32,222.6,1.88,1.88,1.88,-0.3
120.64,3.37,195.82,1.01,1.01,1.01,120.64
68.54,2.57,194.58,0.99,0.99,0.99,68.54
27.15,1.91,192.9,0.99,0.99,0.99,27.15
78.85,2.79,208.77,0.99,0.99,0.99,78.85
149.97,3.73,218.05,0.99,0.99,0.99,149.97
161.15,3.63,221.73,0.99,0.99,0.99,161.15
135.38,3.18,219.86,0.99,0.99,0.99,135.38
132.51,3.48,210.48,0.99,0.99,0.99,132.51
121.84,3.32,203.36,0.99,0.99,0.99,121.84
141.52,3.51,209.35,0.99,0.99,0.99,141.52
116.17,3.34,209.35,0.99,0.99,0.99,116.17
159.91,3.76,204.38,0.99,0.99,0.99,159.91
144.04,3.5,200.76,0.99,0.99,0.99,144.04
57.31,2.48,203.65,0.99,0.99,0.99,57.31
89.69,3,199.96,0.99,0.99,0.99,89.69
116.85,3.36,205.51,0.99,0.99,0.99,116.85
144.29,3.61,214,0.99,0.99,0.99,144.29
167.99,3.92,214.01,0.99,0.99,0.99,167.99
156.58,3.74,214.01,0.99,0.99,0.99,156.58
191.05,3.86,213.69,0.99,0.99,0.99,191.05
78.27,4.74,205.39,1.59,1.59,1.59,78.27
-0.3,5.04,205.39,1.9,1.9,1.9,-0.3
-0.3,4.41,205.39,1.9,1.9,1.9,-0.3
-0.3,4.2,208.25,1.85,1.85,1.85,-0.3
203.56,4.26,219.69,0.99,0.99,0.99,203.56
190.02,4.02,221.95,0.99,0.99,0.99,190.02
200.8,4.03,228.25,0.99,0.99,0.99,200.8
186.65,3.94,228.25,0.99,0.99,0.99,186.65
87.48,2.56,224.43,0.99,0.99,0.99,87.48
58.76,2.34,219.65,0.99,0.99,0.99,58.76
11.45,1.72,215.15,1,1,1,11.45
-0.33,1.49,225.06,1.28,1.28,1.28,-0.33
-0.3,1.64,220.79,1.9,1.9,1.9,-0.3
-0.3,1.87,220.79,1.9,1.9,1.9,-0.3
-0.3,1.85,220.79,1.9,1.9,1.9,-0.3
-0.3,1.83,220.79,1.9,1.9,1.9,-0.3
-0.3,1.43,220.79,1.9,1.9,1.9,-0.3
-0.3,1.36,220.79,1.9,1.9,1.9,-0.3
-0.3,1.33,220.79,1.9,1.9,1.9,-0.3
-0.3,1.4,220.79,1.9,1.9,1.9,-0.3
-0.3,1.73,220.79,1.9,1.9,1.9,-0.3
-0.3,2.24,220.79,1.9,1.9,1.9,-0.3
25.29,3.37,209.23,1.56,1.56,1.56,25.29
144.77,3.38,204.08,0.99,0.99,0.99,144.77
183.26,4,196.15,0.99,0.99,0.99,183.26
139.07,3.5,200.43,0.99,0.99,0.99,139.07
87.72,2.89,212.63,0.99,0.99,0.99,87.72
135.75,3.45,207.82,0.99,0.99,0.99,135.75
163.63,3.72,204.83,0.99,0.99,0.99,163.63
117.38,3.17,202.66,0.99,0.99,0.99,117.38
111.81,3.19,201.48,0.99,0.99,0.99,111.81
134.12,3.38,198.78,0.99,0.99,0.99,134.12
138.34,3.44,205.67,0.99,0.99,0.99,138.34
141.46,3.46,205.67,0.99,0.99,0.99,141.46
224.14,4.27,205.67,0.99,0.99,0.99,224.14
178.79,4.2,210.19,1.1,1.1,1.1,178.79
-0.3,4.73,205.71,1.9,1.9,1.9,-0.3
193.05,4.91,205.71,1.31,1.31,1.31,193.05
370.64,5.14,208.07,0.99,0.99,0.99,370.64
457.97,6.25,205.63,1,1,1,457.97
251.63,4.43,205.63,0.99,0.99,0.99,251.63
189.35,4.01,198.26,0.99,0.99,0.99,189.35
274.15,4.38,203.23,0.99,0.99,0.99,274.15
339.36,4.95,205.73,0.99,0.99,0.99,339.36
242.48,4.16,205.73,0.99,0.99,0.99,242.48
436.83,5.84,205.73,0.99,0.99,0.99,436.83
311.62,4.88,205.73,0.99,0.99,0.99,311.62
289.9,4.58,205.73,0.99,0.99,0.99,289.9
315.76,4.88,205.73,0.99,0.99,0.99,315.76
213.22,4.03,199.1,0.99,0.99,0.99,213.22
287.67,4.48,197.21,0.99,0.99,0.99,287.67
249.45,4.31,191.35,0.99,0.99,0.99,249.45
338.76,4.78,191.64,0.99,0.99,0.99,338.76
288.39,4.49,193.93,0.99,0.99,0.99,288.39
508.91,5.98,201.98,0.99,0.99,0.99,508.91
714.15,6.75,204.85,1,1,1,714.15
796.96,7.17,204.85,1,1,1,796.96
862.15,7.4,204.85,1,1,1,862.15
956.73,7.7,200.91,1,1,1,956.73
865.33,7.41,204.68,1,1,1,865.33
720.07,7.22,199.14,1.1,1.1,1.1,720.07
-0.3,7.68,204.79,1.9,1.9,1.9,-0.3
-0.3,8.28,204.79,1.9,1.9,1.9,-0.3
-0.3,8.65,204.79,1.9,1.9,1.9,-0.3
-0.3,8.88,203.29,1.9,1.9,1.9,-0.3
1078.6,8.55,196.84,1.04,1.04,1.04,1078.6
1230.83,8.84,198.11,1,1,1,1230.83
1436.53,10.34,203.02,1.02,1.02,1.02,1436.53
1267.51,9.31,201.94,1.01,1.01,1.01,1267.51
1423.46,10.13,197.95,1.01,1.01,1.01,1423.46
1234.84,9.1,198.55,1.01,1.01,1.01,1234.84
1293.61,9.49,205.69,1.01,1.01,1.01,1293.61
1277.96,9.33,201.64,1.01,1.01,1.01,1277.96
1360.12,9.56,201.57,1.01,1.01,1.01,1360.12
1392.31,10.06,207.96,1.02,1.02,1.02,1392.31
1463.87,10.62,200.72,1.03,1.03,1.03,1463.87
1426.39,10.03,202.51,1.01,1.01,1.01,1426.39
1457.35,10.49,204.52,1.02,1.02,1.02,1457.35
1387.75,9.95,205.26,1.01,1.01,1.01,1387.75
1469.95,10.52,205.06,1.02,1.02,1.02,1469.95
1352.27,9.79,207.23,1.01,1.01,1.01,1352.27
1320.99,9.77,206.56,1.01,1.01,1.01,1320.99
1194.28,8.89,209.91,1,1,1,1194.28
1284.63,9.36,210.7,1,1,1,1284.63
1219.83,8.9,209.09,1,1,1,1219.83
1317.71,9.48,202.97,1,1,1,1317.71
1145.21,8.65,202.97,1,1,1,1145.21
1073.01,8.36,205.78,1,1,1,1073.01
986.41,8.04,205.17,1,1,1,986.41
1026.16,8.19,201.62,1,1,1,1026.16
879.28,7.64,204.78,1,1,1,879.28
903.49,7.75,203.26,1,1,1,903.49
814.62,7.2,196.38,1,1,1,814.62
643.08,6.34,198.04,1,1,1,643.08
818.79,7.31,202.56,1,1,1,818.79
427.59,5.5,195.13,0.99,0.99,0.99,427.59
515.69,5.86,200.61,1,1,1,515.69
464.49,5.59,196.4,0.99,0.99,0.99,464.49
406.12,5.23,196.39,0.99,0.99,0.99,406.12
273.89,4.37,196.39,0.99,0.99,0.99,273.89
225.96,3.87,188.86,0.99,0.99,0.99,225.96
177.9,3.49,187.78,0.99,0.99,0.99,177.9
222.07,4.19,195.36,0.99,0.99,0.99,222.07
296.53,4.89,198.04,0.99,0.99,0.99,296.53
228.26,4.27,208.78,0.99,0.99,0.99,228.26
150.14,3.55,217.07,0.99,0.99,0.99,150.14
140.11,3.55,222.14,0.99,0.99,0.99,140.11
175.94,3.82,221.77,0.99,0.99,0.99,175.94
113.67,3.03,213.51,0.99,0.99,0.99,113.67
54.29,2.46,218.39,0.99,0.99,0.99,54.29
48.75,2.17,226.1,0.99,0.99,0.99,48.75
5.12,1.61,226.1,1,1,1,5.12
-0.31,1.22,214.13,1.7,1.7,1.7,-0.31
-0.3,1.54,213.46,1.9,1.9,1.9,-0.3
-0.3,2.7,213.46,1.9,1.9,1.9,-0.3
-0.3,2.62,213.46,1.9,1.9,1.9,-0.3
-0.3,1.95,213.46,1.9,1.9,1.9,-0.3
-0.3,1.74,213.46,1.9,1.9,1.9,-0.3
-0.3,2.01,213.46,1.9,1.9,1.9,-0.3
-0.3,1.71,213.46,1.9,1.9,1.9,-0.3
-0.3,1.61,213.46,1.9,1.9,1.9,-0.3
-0.3,1.31,213.46,1.9,1.9,1.9,-0.3
-0.3,1.06,213.46,1.9,1.9,1.9,-0.3
-0.3,0.96,213.46,1.9,1.9,1.9,-0.3
-0.3,0.85,213.46,1.9,1.9,1.9,-0.3
-0.3,0.75,213.46,1.9,1.9,1.9,-0.3
-0.3,0.94,213.46,1.9,1.9,1.9,-0.3
-0.3,1.04,213.46,1.9,1.9,1.9,-0.3
-0.3,1.45,213.46,1.9,1.9,1.9,-0.3
-0.3,1.78,213.46,1.9,1.9,1.9,-0.3
-0.3,1.87,213.46,1.9,1.9,1.9,-0.3
-0.3,1.87,213.46,1.9,1.9,1.9,-0.3
-0.3,1.73,213.46,1.9,1.9,1.9,-0.3
-0.3,1.91,213.46,1.9,1.9,1.9,-0.3
-0.3,1.86,213.46,1.9,1.9,1.9,-0.3
-0.3,1.76,213.46,1.9,1.9,1.9,-0.3
-0.3,1.83,213.46,1.9,1.9,1.9,-0.3
-0.3,1.8,213.46,1.9,1.9,1.9,-0.3
-0.3,1.8,213.46,1.9,1.9,1.9,-0.3
-0.3,1.74,213.46,1.9,1.9,1.9,-0.3
-0.3,1.34,213.46,1.9,1.9,1.9,-0.3
-0.3,1.17,213.46,1.9,1.9,1.9,-0.3
-0.3,1.2,213.46,1.9,1.9,1.9,-0.3
-0.3,1.1,213.46,1.9,1.9,1.9,-0.3
-0.3,1.2,213.46,1.9,1.9,1.9,-0.3
-0.3,1.26,213.46,1.9,1.9,1.9,-0.3
-0.3,0.94,213.46,1.9,1.9,1.9,-0.3
-0.3,1.12,213.46,1.9,1.9,1.9,-0.3
-0.3,1.39,213.46,1.9,1.9,1.9,-0.3
-0.3,1.15,213.46,1.9,1.9,1.9,-0.3
-0.3,1.31,213.46,1.9,1.9,1.9,-0.3
-0.3,1.41,213.46,1.9,1.9,1.9,-0.3
-0.3,1.51,213.46,1.9,1.9,1.9,-0.3
-0.3,1.55,213.46,1.9,1.9,1.9,-0.3
-0.3,1.6,213.46,1.9,1.9,1.9,-0.3
-0.3,1.27,213.46,1.9,1.9,1.9,-0.3
-0.3,0.97,213.46,1.9,1.9,1.9,-0.3
-0.3,0.95,213.46,1.9,1.9,1.9,-0.3
-0.3,0.99,213.46,1.9,1.9,1.9,-0.3
-0.3,0.98,213.46,1.9,1.9,1.9,-0.3
-0.3,0.98,213.46,1.9,1.9,1.9,-0.3
-0.3,1.08,213.46,1.9,1.9,1.9,-0.3
-0.3,1.02,213.46,1.9,1.9,1.9,-0.3
-0.3,0.81,213.46,1.9,1.9,1.9,-0.3
-0.3,0.87,213.46,1.9,1.9,1.9,-0.3
-0.3,0.7,213.46,1.9,1.9,1.9,-0.3
-0.3,0.82,213.46,1.9,1.9,1.9,-0.3
-0.3,0.79,213.46,1.9,1.9,1.9,-0.3
-0.3,0.63,213.46,1.9,1.9,1.9,-0.3
-0.3,0.56,213.46,1.9,1.9,1.9,-0.3
-0.3,0.77,213.46,1.9,1.9,1.9,-0.3
-0.3,0.85,213.46,1.9,1.9,1.9,-0.3
-0.3,0.85,213.46,1.9,1.9,1.9,-0.3
-0.3,1.04,213.46,1.9,1.9,1.9,-0.3
-0.3,0.92,213.46,1.9,1.9,1.9,-0.3
-0.3,0.77,213.46,1.9,1.9,1.9,-0.3
-0.3,0.59,213.46,1.9,1.9,1.9,-0.3
-0.3,0.72,213.46,1.9,1.9,1.9,-0.3
-0.3,0.6,213.46,1.9,1.9,1.9,-0.3
-0.3,0.61,213.46,1.9,1.9,1.9,-0.3
-0.3,0.53,213.46,1.9,1.9,1.9,-0.3
-0.3,0.62,213.46,1.9,1.9,1.9,-0.3
-0.3,0.58,213.46,1.9,1.9,1.9,-0.3
-0.3,0.72,213.46,1.9,1.9,1.9,-0.3
-0.3,0.21,213.46,1.9,1.9,1.9,-0.3
-0.3,0.25,213.46,1.9,1.9,1.9,-0.3
-0.3,0.84,213.46,1.9,1.9,1.9,-0.3
-0.3,0.62,213.46,1.9,1.9,1.9,-0.3
-0.3,0.46,213.46,1.9,1.9,1.9,-0.3
-0.3,0.58,213.46,1.9,1.9,1.9,-0.3
-0.3,0.73,213.46,1.9,1.9,1.9,-0.3
-0.3,0.64,213.46,1.9,1.9,1.9,-0.3
-0.3,0.73,213.46,1.9,1.9,1.9,-0.3
-0.3,0.93,213.46,1.9,1.9,1.9,-0.3
-0.3,0.64,213.46,1.9,1.9,1.9,-0.3
-0.3,0.4,213.46,1.9,1.9,1.9,-0.3
-0.3,0.2,213.46,1.9,1.9,1.9,-0.3
-0.3,0.34,213.46,1.9,1.9,1.9,-0.3
-0.3,0.32,213.46,1.9,1.9,1.9,-0.3
-0.3,0.46,213.46,1.9,1.9,1.9,-0.3
-0.3,0.45,213.46,1.9,1.9,1.9,-0.3
-0.3,0.8,213.46,1.9,1.9,1.9,-0.3
-0.3,0.95,213.46,1.9,1.9,1.9,-0.3
-0.3,1.4,213.46,1.9,1.9,1.9,-0.3
-0.3,1.85,213.46,1.9,1.9,1.9,-0.3
-0.3,2.14,213.46,1.9,1.9,1.9,-0.3
-0.3,1.74,213.46,1.9,1.9,1.9,-0.3
-0.3,2.35,213.46,1.9,1.9,1.9,-0.3
-0.3,2.47,213.46,1.9,1.9,1.9,-0.3
-0.3,2.66,213.46,1.9,1.9,1.9,-0.3
-0.3,2.83,213.46,1.9,1.9,1.9,-0.3
-0.3,2.81,195.48,1.83,1.83,1.83,-0.3
94.39,3.49,189.41,1.08,1.08,1.08,94.39
138.3,3.49,196.71,0.99,0.99,0.99,138.3
161.3,3.73,202.96,0.99,0.99,0.99,161.3
130.07,3.44,202.65,0.99,0.99,0.99,130.07
158.88,3.62,203.62,0.99,0.99,0.99,158.88
116.49,3.03,207.89,0.99,0.99,0.99,116.49
250.19,4.36,199.1,0.99,0.99,0.99,250.19
132.74,3.17,208.6,0.99,0.99,0.99,132.74
111.85,2.95,205.8,0.99,0.99,0.99,111.85
202,3.88,201.66,0.99,0.99,0.99,202
187.76,3.83,205.91,0.99,0.99,0.99,187.76
213.6,4,208.2,0.99,0.99,0.99,213.6
197.37,4.04,210.95,0.99,0.99,0.99,197.37
176.4,3.63,210.24,0.99,0.99,0.99,176.4
155.61,3.34,193.08,0.99,0.99,0.99,155.61
154.92,3.53,210.94,0.99,0.99,0.99,154.92
167.41,3.55,210.13,0.99,0.99,0.99,167.41
283.39,4.64,204.76,0.99,0.99,0.99,283.39
287.15,4.59,195.64,0.99,0.99,0.99,287.15
313.61,5.1,200.33,0.99,0.99,0.99,313.61
252.24,4.32,200.19,0.99,0.99,0.99,252.24
278.29,4.66,200.61,0.99,0.99,0.99,278.29
209.35,4.25,194.63,0.99,0.99,0.99,209.35
224.89,4.29,191.41,0.99,0.99,0.99,224.89
280.95,4.78,193.81,0.99,0.99,0.99,280.95
263.37,4.58,197.4,0.99,0.99,0.99,263.37
226.29,4.29,189.6,0.99,0.99,0.99,226.29
247.92,4.6,181.07,0.99,0.99,0.99,247.92
155.17,3.6,174.71,0.99,0.99,0.99,155.17
183.69,3.84,173.02,0.99,0.99,0.99,183.69
207.48,4.25,176.62,0.99,0.99,0.99,207.48
142.42,3.51,176.63,0.99,0.99,0.99,142.42
148.99,3.56,172.89,0.99,0.99,0.99,148.99
165.85,3.72,175.72,0.99,0.99,0.99,165.85
180.54,3.89,181.6,0.99,0.99,0.99,180.54
167,3.78,184.33,0.99,0.99,0.99,167
99.79,2.89,184.33,0.99,0.99,0.99,99.79
86.41,2.62,185.02,0.99,0.99,0.99,86.41
129.25,3.34,196.85,0.99,0.99,0.99,129.25
131.7,3.3,196.85,0.99,0.99,0.99,131.7
131.52,3.41,196.88,0.99,0.99,0.99,131.52
126.24,3.43,196.89,0.99,0.99,0.99,126.24
159,3.75,201.95,0.99,0.99,0.99,159
238.81,4.39,205.51,0.99,0.99,0.99,238.81
206.86,4.04,205.51,0.99,0.99,0.99,206.86
176.21,3.78,205.51,0.99,0.99,0.99,176.21
115.91,3.33,205.51,0.99,0.99,0.99,115.91
74.78,2.93,212.35,0.99,0.99,0.99,74.78
41.94,2.22,214.1,0.99,0.99,0.99,41.94
32.4,2.11,214.1,0.99,0.99,0.99,32.4
56.7,2.52,220.86,0.99,0.99,0.99,56.7
65.06,2.53,226.71,0.99,0.99,0.99,65.06
50.02,2.3,226.71,0.99,0.99,0.99,50.02
40.25,2.27,226.71,0.99,0.99,0.99,40.25
29.77,1.97,230.28,0.99,0.99,0.99,29.77
26.08,1.97,239.33,0.99,0.99,0.99,26.08
6.91,1.68,239.33,1,1,1,6.91
-0.32,1.15,239.33,1.58,1.58,1.57,-0.32
-0.3,1.33,239.33,1.9,1.9,1.9,-0.3
-0.3,1.38,239.33,1.9,1.9,1.9,-0.3
-0.3,1.31,239.33,1.9,1.9,1.9,-0.3
-0.3,1.09,239.33,1.9,1.9,1.9,-0.3
-0.3,0.93,239.33,1.9,1.9,1.9,-0.3
-0.3,1.01,239.33,1.9,1.9,1.9,-0.3
-0.3,0.87,239.33,1.9,1.9,1.9,-0.3
-0.3,0.74,239.33,1.9,1.9,1.9,-0.3
-0.3,0.63,239.33,1.9,1.9,1.9,-0.3
-0.3,0.79,239.33,1.9,1.9,1.9,-0.3
-0.3,0.77,239.33,1.9,1.9,1.9,-0.3
-0.3,0.73,239.33,1.9,1.9,1.9,-0.3
-0.3,0.69,239.33,1.9,1.9,1.9,-0.3
-0.3,0.73,239.33,1.9,1.9,1.9,-0.3
-0.3,0.6,239.33,1.9,1.9,1.9,-0.3
-0.3,0.62,239.33,1.9,1.9,1.9,-0.3
-0.3,0.42,239.33,1.9,1.9,1.9,-0.3
-0.3,0.51,239.33,1.9,1.9,1.9,-0.3
-0.3,0.79,239.33,1.9,1.9,1.9,-0.3
-0.3,0.65,239.33,1.9,1.9,1.9,-0.3
-0.3,0.59,239.33,1.9,1.9,1.9,-0.3
-0.3,0.79,239.33,1.9,1.9,1.9,-0.3
-0.3,0.71,239.33,1.9,1.9,1.9,-0.3
-0.3,0.72,239.33,1.9,1.9,1.9,-0.3
-0.3,0.74,239.33,1.9,1.9,1.9,-0.3
-0.3,0.75,239.33,1.9,1.9,1.9,-0.3
-0.3,0.86,239.33,1.9,1.9,1.9,-0.3
-0.3,0.81,239.33,1.9,1.9,1.9,-0.3
