Patv,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv
318.77,4.84,2.66,16.66,30.79,2.25,0.99,0.99,0.99,-0.3
280.18,4.72,-2.86,16.64,30.85,1.97,0.99,0.99,0.99,-0.27
302.37,4.76,-2.45,16.15,30.84,1.97,0.99,0.99,0.99,-0.27
307.44,4.72,-1.39,15.58,30.38,1.97,0.99,0.99,0.99,-0.28
284.15,4.63,-5.29,16.42,30.87,1.97,0.99,0.99,0.99,-0.28
265.7,4.65,-3.26,16.11,31.02,1.97,0.99,0.99,0.99,-0.27
241.46,4.43,-3.18,15.59,30.55,-1.02,0.99,0.99,0.99,-0.26
216.85,4.1,1.59,16.44,31.24,-6.61,0.99,0.99,0.99,-0.24
213.65,4.07,0.64,16.5,31.62,-6.61,0.99,0.99,0.99,-0.24
168.61,3.73,3.36,15.55,30.59,-3.2,0.99,0.99,0.99,-0.24
176.51,3.78,1.35,16.31,31.3,1.93,0.99,0.99,0.99,-0.27
189.31,3.84,3.49,16.82,31.88,6.48,0.99,0.99,0.99,-0.25
271.82,4.58,1.51,16.73,31.93,10.51,0.99,0.99,0.99,-0.26
363.91,5.55,4.21,15.19,30.91,10.51,0.99,0.99,0.99,-0.28
384.47,5.57,2.86,15.88,30.93,10.51,0.99,0.99,0.99,-0.27
380.71,5.67,4.33,15.38,30.86,10.51,0.99,0.99,0.99,-0.29
323.85,4.85,1.95,15.1,30.34,10.51,0.99,0.99,0.99,-0.28
300.5,4.73,0.04,16.05,30.97,10.51,0.99,0.99,0.99,-0.27
272.68,4.75,5.14,15.24,30.7,10.51,0.99,0.99,0.99,-0.26
261.09,4.63,4.2,15.66,30.61,12.16,0.99,0.99,0.99,-0.26
316.38,4.86,-2.05,16.09,31.2,19.15,0.99,0.99,0.99,-0.28
289.08,4.89,3.08,15,30.51,19.15,0.99,0.99,0.99,-0.29
300.55,4.71,-1.61,15.7,30.76,19.15,0.99,0.99,0.99,-0.28
296.26,4.87,-0.73,15.57,30.95,19.15,0.99,0.99,0.99,-0.26
303.66,4.87,-0.95,14.91,30.31,19.15,0.99,0.99,0.99,-0.26
280.64,4.64,-2,15.76,30.98,19.15,0.99,0.99,0.99,-0.29
288.49,4.99,0.55,14.86,30.57,19.15,0.99,0.99,0.99,-0.26
314.02,4.93,-0.81,15.16,30.43,11.6,0.99,0.99,0.99,-0.29
325.05,5.19,3.96,15.4,30.89,10.89,0.99,0.99,0.99,-0.26
296.6,5.02,-3.11,14.57,30.17,17.21,0.99,0.99,0.99,-0.28
317.91,5.07,2.39,15.46,30.64,11.4,0.99,0.99,0.99,-0.26
319.28,5.16,1.37,15.01,30.64,18.1,0.99,0.99,0.99,-0.29
343.18,5.23,1.22,14.54,29.94,24.2,0.99,0.99,0.99,-0.27
414.7,5.69,2.18,15.3,30.54,28.76,0.99,0.99,0.99,-0.29
420.13,5.95,2.75,13.94,30.03,36.12,0.99,0.99,0.99,-0.27
357.15,5.43,-1.27,13.07,29.17,40.84,0.99,0.99,0.99,-0.27
352.46,5.18,0.67,13.48,29.16,36.69,0.99,0.99,0.99,-0.3
419.85,5.75,0.87,13.75,29.8,36.86,0.99,0.99,0.99,-0.28
392.78,5.62,-0.17,12.44,29.02,40.84,0.99,0.99,0.99,-0.3
402.2,5.78,-3.97,11.89,28.33,40.84,0.99,0.99,0.99,-0.29
428.13,5.85,-1.51,11.49,27.86,35.26,0.99,0.99,0.99,-0.29
400.2,5.54,3.59,11.21,27.64,33.25,0.99,0.99,0.99,-0.29
443.84,5.95,2.06,11.5,27.68,33.25,0.99,0.99,0.99,-0.28
494.04,6.32,4.51,12.41,28.51,34.84,1,1,1,-0.27
478.97,6.34,1.18,11.26,28.14,36.17,1,1,1,-0.27
483.15,6.17,1.1,11.03,27.7,40.73,1,1,1,-0.28
447.23,5.86,1.22,10.79,27.43,40.84,0.99,0.99,0.99,-0.28
597.11,6.86,2.02,10.63,27.23,40.84,1,1,1,-0.29
608.33,6.92,-2.7,10.42,27.19,40.84,1,1,1,-0.27
672.5,7.16,-2.99,10.21,27.1,40.84,1,1,1,-0.26
793.23,7.68,-3.48,10.1,27.1,40.84,1,1,1,-0.25
961.61,8.36,-3.29,10.1,27.16,40.86,1,1,1,-0.21
516.86,7.03,-1.08,10.09,27.13,36.99,1.16,1.16,1.16,-0.04
948.04,8.31,-3.65,10.02,27.11,39.15,1,1,1,-0.31
909.13,7.9,-0.35,10.21,27.26,34.44,1,1,1,-0.18
866.26,7.92,-0.03,10.4,27.51,34.44,1,1,1,-0.26
933.98,8.12,1.44,10.46,27.54,27.61,1,1,1,-0.19
488.12,5.98,-1.22,10.05,27.58,26.11,1,1,1,-0.26
430.13,6.11,-3.35,9.77,27.1,9.44,1,1,1,-0.28
387,5.82,1.36,11.05,27.42,6.81,0.99,0.99,0.99,-0.27
203.5,4.3,0.05,11.45,27.59,5.29,0.99,0.99,0.99,-0.26
239.15,4.81,4.8,12.53,28.89,16.08,0.99,0.99,0.99,-0.23
256.48,4.64,-1.37,12.68,29.24,28.32,0.99,0.99,0.99,-0.26
174.54,3.68,0.71,11.85,28.29,20.71,0.99,0.99,0.99,-0.25
288.12,4.57,1.4,13.14,29.49,20.71,0.99,0.99,0.99,-0.26
552.79,6.09,3.59,13,29.6,20.66,1,1,1,-0.29
603.59,6.4,3.95,12.71,28.94,22.29,1,1,1,-0.24
563.76,6.27,0.79,13.2,28.86,31.79,1,1,1,-0.28
46.4,6.08,-6.18,13.88,29.12,35.86,1.82,1.82,1.82,-0.24
-0.3,6.46,-7.28,14.67,30.08,35.86,1.9,1.9,1.9,-0.3
4.41,5.62,-4.56,15.17,30.29,35.86,1.82,1.82,1.82,-0.11
404.2,5.39,0.35,15.75,30.57,38.19,0.99,0.99,0.99,-0.29
449.51,5.57,-0.69,16.37,31.11,41.4,0.99,0.99,0.99,-0.26
250.19,4.4,2.84,15.85,30.48,47.42,0.99,0.99,0.99,-0.27
190.06,3.92,0.73,15.74,29.76,58.05,0.99,0.99,0.99,-0.27
203.31,4.08,-1.56,16.58,31.06,57.59,0.99,0.99,0.99,-0.27
187.64,3.77,-2.4,16.96,31.89,54.3,0.99,0.99,0.99,-0.26
193.43,3.97,2.04,16.49,30.73,54.3,0.99,0.99,0.99,-0.23
186.41,3.8,1.25,17.07,31.15,56.5,0.99,0.99,0.99,-0.25
354.12,5.11,1.06,17.85,32.42,57.35,0.99,0.99,0.99,-0.28
384.42,5.31,-3.61,17.06,31.74,58.58,0.99,0.99,0.99,-0.29
294.49,4.82,0.04,16.86,30.96,50.57,0.99,0.99,0.99,-0.28
371.16,5.33,-0.69,16.99,30.66,54,0.99,0.99,0.99,-0.29
291.68,4.76,-1.05,17.08,30.7,56.49,0.99,0.99,0.99,-0.27
320.09,4.85,-0.32,17.2,30.53,56.35,0.99,0.99,0.99,-0.28
310.57,4.72,0.9,17.37,30.61,57.15,0.99,0.99,0.99,-0.28
369.51,5.15,-1.37,17.48,30.77,56.99,0.99,0.99,0.99,-0.23
279.13,4.53,1.17,17.61,30.7,54.01,0.99,0.99,0.99,-0.29
184.86,3.66,2.14,17.87,30.7,58.91,0.99,0.99,0.99,-0.27
177.63,3.85,0.45,18.77,32.11,65.11,0.99,0.99,0.99,-0.28
129.07,3.17,2.15,19.17,33.02,72.04,0.99,0.99,0.99,-0.26
71.14,2.5,-4.6,18.91,32.64,72,0.99,0.99,0.99,-0.26
62.26,2.4,5.52,19.61,34.18,68.37,0.99,0.99,0.99,-0.25
35.83,2.14,0.03,20.11,35.3,78.88,0.99,0.99,0.99,-0.24
-1.12,1.89,-9.6,20.15,36.16,75.31,1.75,1.75,1.75,-0.28
-0.3,1.75,-26.8,20.09,36.14,75.31,1.9,1.9,1.9,-0.3
-0.3,1.33,-23.44,20.24,35.97,75.31,1.9,1.9,1.9,-0.3
-0.3,1.22,-12.27,20.45,35.9,75.31,1.9,1.9,1.9,-0.3
-0.3,1.06,-19.76,20.63,35.9,75.31,1.9,1.9,1.9,-0.3
-0.3,1.15,-20.73,20.8,35.9,75.31,1.9,1.9,1.9,-0.3
-0.3,1.1,-19.56,20.84,35.9,75.31,1.9,1.9,1.9,-0.3
-0.3,1.03,-13.68,20.8,35.87,75.31,1.9,1.9,1.9,-0.3
-0.3,0.72,16.81,20.89,35.71,75.31,1.9,1.9,1.9,-0.3
-0.3,0.78,9.75,21.09,35.7,75.31,1.9,1.9,1.9,-0.3
-0.3,0.81,31.77,21.2,35.7,75.31,1.9,1.9,1.9,-0.3
-0.3,0.91,33.45,21.11,35.62,75.31,1.9,1.9,1.9,-0.3
-0.3,0.82,31.43,21.09,35.59,75.31,1.9,1.9,1.9,-0.3
-0.3,1.13,45.27,20.86,35.44,75.31,1.9,1.9,1.9,-0.3
-0.3,1.34,51.4,20.52,35.15,75.31,1.9,1.9,1.9,-0.3
-0.3,1.36,55.43,20.1,34.77,75.31,1.9,1.9,1.9,-0.3
-0.3,3.46,68.02,19.78,34.32,81.42,1.9,1.9,1.9,-0.3
-0.3,2.2,7.61,19.22,34.14,166.19,1.87,1.87,1.87,-0.3
-0.3,1.96,11.79,18.48,34.13,167.1,1.9,1.9,1.9,-0.3
-0.3,2.07,25.32,17.89,33.76,167.1,1.9,1.9,1.9,-0.3
-0.3,2.29,35.01,17.52,33.27,167.1,1.9,1.9,1.9,-0.3
-0.3,2.46,33.04,17.11,32.85,167.1,1.9,1.9,1.9,-0.3
-0.3,1.87,28.47,16.75,32.58,167.1,1.9,1.9,1.9,-0.3
-0.3,2.23,29.66,16.4,32.4,167.1,1.9,1.9,1.9,-0.3
-0.3,2.33,30.47,16.04,32.11,167.1,1.9,1.9,1.9,-0.3
-0.31,3.1,22.87,15.72,31.76,183.32,1.71,1.71,1.71,-0.31
-0.33,2.47,-3.36,15.83,31.71,207.63,1.26,1.26,1.26,-0.32
-0.3,2.44,-1.45,15.87,31.95,207.63,1.9,1.9,1.9,-0.3
-0.3,2.45,-2.75,15.75,31.94,207.63,1.9,1.9,1.9,-0.3
-0.3,2.42,2.98,15.5,31.75,207.63,1.9,1.9,1.9,-0.3
-0.3,1.94,7.12,15.15,31.47,207.63,1.9,1.9,1.9,-0.3
-0.3,1.77,7.95,14.89,31.18,207.63,1.9,1.9,1.9,-0.3
-0.3,1.55,5.77,14.8,31.01,207.63,1.9,1.9,1.9,-0.3
-0.3,1.46,-4.14,14.69,30.85,207.63,1.9,1.9,1.9,-0.3
-0.3,1.82,-0.16,14.57,30.67,207.63,1.9,1.9,1.9,-0.3
-0.3,1.89,-2.19,14.35,30.47,207.63,1.9,1.9,1.9,-0.3
-0.3,1.94,2.5,14.25,30.25,207.63,1.9,1.9,1.9,-0.3
-0.3,2.32,13.86,13.63,30,207.63,1.9,1.9,1.9,-0.3
-0.3,2.56,18.21,13.31,29.62,207.63,1.9,1.9,1.9,-0.3
-0.3,2.32,15.55,12.99,29.42,207.63,1.9,1.9,1.9,-0.3
-0.3,2.42,19.07,12.89,29.2,207.63,1.9,1.9,1.9,-0.3
-0.3,2.77,19.37,12.74,29.06,207.63,1.9,1.9,1.9,-0.3
-0.3,2.48,30.8,12.81,28.84,207.63,1.9,1.9,1.9,-0.3
-0.3,1.85,17.89,12.77,28.68,207.63,1.9,1.9,1.9,-0.3
-0.3,1.52,5.58,12.58,28.76,207.63,1.9,1.9,1.9,-0.3
-0.3,1.63,21.72,12.58,28.54,207.63,1.9,1.9,1.9,-0.3
-0.3,1.48,13.16,12.43,28.44,207.63,1.9,1.9,1.9,-0.3
-0.3,1.32,6.61,12.34,28.45,207.63,1.9,1.9,1.9,-0.3
-0.3,1.25,9.04,12.25,28.3,207.63,1.9,1.9,1.9,-0.3
-0.3,1.34,-3.41,12.26,28.26,207.63,1.9,1.9,1.9,-0.3
,,,,,,,,,
-0.3,1.62,-9.25,12.45,27.89,207.63,1.9,1.9,1.9,-0.3
-0.3,1.55,7.36,12.23,27.73,207.63,1.9,1.9,1.9,-0.3
-0.3,1.8,5.5,12.02,27.53,207.63,1.9,1.9,1.9,-0.3
-0.3,1.87,-6.61,12.12,27.4,207.63,1.9,1.9,1.9,-0.3
-0.3,2.08,-9.65,12.27,27.28,207.63,1.9,1.9,1.9,-0.3
-0.3,2.14,-8.35,12.2,27.11,207.63,1.9,1.9,1.9,-0.3
-0.3,2.58,-6.99,12.14,26.94,207.63,1.9,1.9,1.9,-0.3
-0.3,2.21,-14.17,12.29,26.83,207.63,1.9,1.9,1.9,-0.3
-0.3,2.01,-16.34,12.3,26.79,207.63,1.9,1.9,1.9,-0.3
-0.3,2.06,-22.03,12.29,26.64,207.63,1.9,1.9,1.9,-0.3
-0.3,1.73,-39.15,12.09,26.53,207.63,1.9,1.9,1.9,-0.3
-0.3,1.78,-40.22,11.84,26.33,207.63,1.9,1.9,1.9,-0.3
-0.3,1.67,-40.16,11.68,26.15,207.63,1.9,1.9,1.9,-0.3
-0.3,1.71,-42.71,11.41,26.05,207.63,1.9,1.9,1.9,-0.3
-0.3,1.5,-38.73,11.3,25.9,207.63,1.9,1.9,1.9,-0.3
-0.3,1.61,-46.61,11.08,25.76,207.63,1.9,1.9,1.9,-0.3
-0.3,1.71,-49.52,10.91,25.65,207.63,1.9,1.9,1.9,-0.3
-0.3,1.62,-41.55,10.75,25.45,207.63,1.9,1.9,1.9,-0.3
-0.3,1.56,-42.99,10.67,25.35,207.63,1.9,1.9,1.9,-0.3
-0.3,1.78,-39.48,10.47,25.19,207.63,1.9,1.9,1.9,-0.3
-0.3,1.9,-37.46,10.4,25.1,207.63,1.9,1.9,1.9,-0.3
-0.3,1.96,-33.51,10.4,25.01,207.63,1.9,1.9,1.9,-0.3
-0.3,2.13,-25.9,10.4,24.9,207.63,1.9,1.9,1.9,-0.3
-0.3,1.97,-21.44,10.4,24.9,207.63,1.9,1.9,1.9,-0.3
-0.3,2.37,-18.01,10.38,24.9,207.63,1.9,1.9,1.9,-0.3
-0.3,1.77,-25.95,10.32,24.82,207.63,1.9,1.9,1.9,-0.3
-0.3,1.55,-26.86,10.31,24.68,207.63,1.9,1.9,1.9,-0.3
-0.3,1.41,-14.05,10.14,24.6,207.63,1.9,1.9,1.9,-0.3
-0.3,1.58,2.26,9.9,24.45,207.63,1.9,1.9,1.9,-0.3
-0.3,1.67,-3.11,9.9,24.37,207.63,1.9,1.9,1.9,-0.3
-0.3,1.87,-6.74,9.9,24.28,207.63,1.9,1.9,1.9,-0.3
-0.3,2.25,-18.65,9.9,24.1,207.63,1.9,1.9,1.9,-0.3
-0.3,1.75,-38.86,9.8,24.01,207.63,1.9,1.9,1.9,-0.3
-0.3,1.73,-40.45,9.67,23.84,207.63,1.9,1.9,1.9,-0.3
-0.3,1.85,-38.07,9.6,23.76,207.63,1.9,1.9,1.9,-0.3
-0.3,1.5,-41.72,9.53,23.68,207.63,1.9,1.9,1.9,-0.3
-0.3,1.04,-49.32,9.26,23.54,207.63,1.9,1.9,1.9,-0.3
-0.3,0.79,-64.63,8.85,23.56,207.63,1.9,1.9,1.9,-0.3
-0.3,0.66,-74.51,8.45,23.5,207.63,1.9,1.9,1.9,-0.3
-0.3,0.62,-124.91,8.19,23.47,207.63,1.9,1.9,1.9,-0.3
-0.3,0.91,-86.09,7.81,23.4,207.63,1.9,1.9,1.9,-0.3
-0.3,1.15,13.84,7.45,23.22,207.63,1.9,1.9,1.9,-0.3
-0.3,1.93,128.75,7.21,22.98,207.63,1.9,1.9,1.9,-0.3
-0.3,2.46,164.65,6.97,22.59,207.63,1.9,1.9,1.9,-0.3
-0.3,1.57,156.36,7.08,22.31,207.63,1.9,1.9,1.9,-0.3
-0.3,1.35,157.94,7.1,22.11,207.63,1.9,1.9,1.9,-0.3
-0.3,1.63,164.79,7.1,22.1,207.63,1.9,1.9,1.9,-0.3
-0.3,2.66,172.33,7.16,22,207.63,1.9,1.9,1.9,-0.3
-0.3,3.03,81.11,7.16,21.81,206.45,1.9,1.9,1.9,-0.3
-0.3,2.76,-67.53,7.48,21.83,89.39,1.89,1.89,1.89,-0.3
-0.3,2.04,22.32,7.33,22.09,14.44,1.9,1.9,1.9,-0.3
-0.3,2.64,24.72,7.3,22.1,14.44,1.9,1.9,1.9,-0.3
-0.3,2.63,16.93,7.48,22.1,14.44,1.9,1.9,1.9,-0.3
-0.3,2.63,20.1,7.8,22.16,14.44,1.9,1.9,1.9,-0.3
-0.3,2.28,15.79,8.21,22.27,14.44,1.9,1.9,1.9,-0.3
-0.3,1.86,-1.51,8.59,22.36,14.44,1.9,1.9,1.9,-0.3
-0.3,1.73,-1.78,8.98,22.52,14.44,1.9,1.9,1.9,-0.3
-0.3,1.83,0.2,9.32,22.62,14.44,1.9,1.9,1.9,-0.3
-0.3,1.69,1.02,9.65,22.79,14.44,1.9,1.9,1.9,-0.3
-0.3,2.3,11.23,9.91,22.82,14.44,1.9,1.9,1.9,-0.3
15.42,3.14,15.13,9.99,22.79,26.48,1.61,1.61,1.61,-0.09
51.88,2.31,-6.18,10.29,23,40.16,0.99,0.99,0.99,-0.25
33.47,1.98,-3.84,10.63,23.86,29.08,0.99,0.99,0.99,-0.25
37.9,2.09,1.27,11.12,24.84,29.08,0.99,0.99,0.99,-0.26
43.21,2.25,3.82,11.71,25.8,29.08,0.99,0.99,0.99,-0.24
44.97,2.31,7.17,12.3,26.67,33.06,0.99,0.99,0.99,-0.25
36.07,2.07,-3.47,12.74,27.42,41.69,0.99,0.99,0.99,-0.26
29.87,1.98,4.43,13.21,28.19,41.69,0.99,0.99,0.99,-0.27
42.05,2.28,8.65,13.74,28.85,41.69,0.99,0.99,0.99,-0.25
18.92,1.81,1.77,14.16,29.37,49.64,0.99,0.99,0.99,-0.25
7.2,1.66,-5,14.56,30.1,54.27,0.99,0.99,0.99,-0.25
16.02,1.82,-0.74,14.95,30.89,54.27,0.99,0.99,0.99,-0.23
3.6,1.67,2.91,15.36,31.66,54.27,1.01,1.01,1.01,-0.26
9.25,1.65,-1.13,15.62,32.03,54.27,1.01,1.01,1.01,-0.06
2.13,1.51,4.9,16.02,32.71,54.27,1.01,1.01,1.01,-0.05
0.89,1.44,3.1,16.37,33.38,54.27,1.01,1.01,1.01,-0.08
-0.31,1.29,0.92,16.6,33.24,54.27,1.65,1.65,1.65,-0.31
-0.3,1.43,1.46,16.42,33.09,54.27,1.9,1.9,1.9,-0.3
-0.3,1.46,3.85,16.63,33.09,54.27,1.9,1.9,1.9,-0.3
-0.3,1.45,-7.63,16.89,33.1,54.27,1.9,1.9,1.9,-0.3
-0.3,1.53,-8.41,17.15,33.24,54.27,1.9,1.9,1.9,-0.3
-0.3,1.53,-25.33,17.37,33.25,54.27,1.9,1.9,1.9,-0.3
-0.3,1.45,-15.7,17.6,33.24,54.27,1.9,1.9,1.9,-0.3
-0.3,1.62,-9.31,17.82,33.29,54.27,1.9,1.9,1.9,-0.3
-0.3,1.44,-12.51,18.04,33.34,54.27,1.9,1.9,1.9,-0.3
-0.3,1.52,-12.75,18.32,33.4,54.27,1.9,1.9,1.9,-0.3
-0.3,1.77,-21.1,18.57,33.49,54.27,1.9,1.9,1.9,-0.3
-0.3,1.39,-6.87,18.81,33.59,54.27,1.9,1.9,1.9,-0.3
-0.3,1.62,-12.3,18.96,33.59,54.27,1.9,1.9,1.9,-0.3
-0.3,1.83,-14,19.19,33.61,54.27,1.9,1.9,1.9,-0.3
-0.3,1.88,-10.87,19.33,33.64,54.27,1.9,1.9,1.9,-0.3
-0.3,2.23,-11.46,19.45,33.7,54.27,1.9,1.9,1.9,-0.3
-0.3,2.34,-29.11,19.58,33.62,54.27,1.9,1.9,1.9,-0.3
-0.3,2.15,-16.43,19.71,33.59,54.27,1.9,1.9,1.9,-0.3
-0.3,2.53,-4.5,19.8,33.59,54.27,1.9,1.9,1.9,-0.3
-0.3,2.48,-8.27,19.9,33.59,54.27,1.9,1.9,1.9,-0.3
4.22,3.18,-6.66,20.05,33.5,49.07,1.7,1.71,1.71,-0.1
174.57,3.73,-0.4,20.41,33.14,50.73,0.99,0.99,0.99,-0.27
179.62,3.84,1.1,20.67,33.03,45.73,0.99,0.99,0.99,-0.26
192.98,4.12,-1.53,20.87,33.19,51.39,0.99,0.99,0.99,-0.25
205.68,4.11,3.44,21.01,33.36,52.51,0.99,0.99,0.99,-0.27
171.38,3.64,-1.35,21.13,33.49,51.25,0.99,0.99,0.99,-0.25
216.5,4.22,-0.16,21.2,33.69,49.1,0.99,0.99,0.99,-0.26
244.59,4.54,3.93,21.2,33.7,49.54,0.99,0.99,0.99,-0.28
260.15,4.6,1.34,21.18,33.72,54.45,0.99,0.99,0.99,-0.25
285.32,4.86,1.88,20.63,33.48,56.44,0.99,0.99,0.99,-0.29
343.16,5.32,-3.41,19.39,32.49,58.41,0.99,0.99,0.99,-0.27
342.95,5.08,-3.17,19.93,32.83,52.57,0.99,0.99,0.99,-0.28
371.5,5.66,-3.81,18.8,32.54,51.79,0.99,0.99,0.99,-0.28
396.92,5.66,-2.89,18.06,31.96,44.99,0.99,0.99,0.99,-0.29
547.46,6.63,0.87,18.5,32.27,39.34,1,1,1,-0.28
564.53,6.9,-2.92,17.14,31.82,41.42,1,1,1,-0.27
641.29,7.13,-1.49,16.67,31.41,37.35,1,1,1,-0.31
727.28,7.54,-0.85,16.4,31.14,37.35,1,1,1,-0.27
702.47,7.46,-0.64,16.2,31.09,37.35,1,1,1,-0.27
651.2,7.16,-4.89,16.04,31.04,36.72,1,1,1,-0.29
692.85,7.28,-2.07,15.88,30.9,29.73,1,1,1,-0.29
634.87,7.12,-2.69,15.79,30.9,29.73,1,1,1,-0.27
697.09,7.5,-2.58,15.68,30.9,24.05,1,1,1,-0.28
822.15,7.93,-4.14,15.53,30.82,22.13,1,1,1,-0.23
912.36,8.27,-1.18,15.58,30.84,22.13,1,1,1,-0.3
906.63,8.27,-4.74,15.64,31.05,22.13,1,1,1,-0.28
992.09,8.51,-2.56,15.64,31.09,22.13,1,1,1,-0.24
966.82,8.28,-3.45,15.36,31.08,21.58,1,1,1,-0.19
991.7,8.38,3.67,14.98,30.93,14.58,1,1,1,-0.2
957.17,8.24,5.39,14.82,30.89,14.58,1,1,1,-0.14
868.97,7.98,5.22,14.51,30.79,16.04,1,1,1,-0.26
864.98,7.97,-0.99,14.26,30.75,22.13,1,1,1,-0.27
794.28,7.75,-2.22,14.26,30.78,22.13,1,1,1,-0.2
777.66,7.67,-4.57,14.14,30.63,22.13,1,1,1,-0.28
845.73,7.75,-1.29,14.1,30.59,17.09,1,1,1,-0.23
882.38,7.89,2.44,14.1,30.58,14.54,1,1,1,-0.23
953.93,8.2,-1.91,14.1,30.56,14.54,1,1,1,-0.26
1050.66,8.8,-5.55,14.1,30.49,14.54,1,1,1,-0.25
1191.71,9.11,-5,14.08,30.32,14.54,1,1,1,-0.26
1217.8,9.44,-4.69,14.03,30.33,14.54,1,1,1,-0.24
1230.32,9.4,-3.58,14,30.42,14.54,1,1,1,-0.17
1307.51,9.5,-3.97,13.9,30.44,14.54,1,1,1,-0.27
1406.85,9.79,-3.66,14.03,30.53,14.54,1,1,1,-0.26
1441.77,10.03,-2.1,14.1,30.62,14.54,1,1,1,-0.28
1430.8,9.96,-4,14.07,30.79,14.54,1,1,1,-0.21
1425.68,9.92,-4.01,13.98,30.9,14.54,1,1,1,-0.25
1422.2,9.85,-5.43,13.9,30.9,14.54,1,1,1,-0.25
1471.46,10.39,-5.67,14.02,31.03,14.54,1,1,1,-0.19
1454.38,10.18,-0.43,14.13,31.1,7.07,1,1,1,-0.19
1413.71,10.35,-0.12,14.34,31.31,6.95,1.02,1.02,1.02,-0.21
1365.29,10.23,0.63,14.47,31.45,6.95,1.02,1.02,1.02,-0.28
1342.19,10.39,0.52,14.5,31.59,6.95,1.04,1.04,1.04,-0.2
1440.46,10.4,0.1,14.5,31.55,6.95,1.02,1.02,1.02,-0.29
1352.21,10.43,1.71,14.5,31.59,6.95,1.03,1.03,1.03,-0.25
1310.75,10.71,3.86,14.37,31.53,6.95,1.06,1.06,1.06,-0.28
1348.77,10.8,5.71,14.21,31.26,6.96,1.05,1.05,1.05,-0.23
1451.67,10.95,-2.25,14.06,31.24,14.5,1.03,1.03,1.03,-0.29
1288.46,10.7,-0.56,13.94,31.19,14.58,1.05,1.05,1.05,-0.26
1358.05,10.64,-1.98,13.85,31.12,14.58,1.03,1.03,1.03,-0.24
1355.87,10.46,-4.14,13.7,31.15,14.58,1.02,1.02,1.02,-0.28
1311.9,10.77,-3.6,13.66,31.09,14.58,1.05,1.05,1.05,-0.23
1391.62,11.09,-3.74,13.77,31.09,14.58,1.05,1.05,1.05,-0.25
1370.24,11.5,-2.01,13.75,31.09,14.58,1.07,1.07,1.07,-0.24
1269.63,11.2,-0.82,13.71,31.02,14.58,1.07,1.07,1.07,-0.3
1337.91,10.94,-1.57,13.52,30.9,14.58,1.06,1.06,1.06,-0.18
1417.48,10.95,-3.58,13.46,30.83,14.58,1.05,1.05,1.05,-0.23
1321.22,10.79,-3.86,13.24,30.77,14.58,1.05,1.05,1.05,-0.27
1316.78,11.02,-3.13,13.18,30.66,14.58,1.06,1.06,1.06,-0.27
1294.27,11.24,-3.31,13.15,30.61,14.58,1.07,1.07,1.07,-0.26
1398.74,11.35,-5.16,13.1,30.51,14.58,1.05,1.05,1.05,-0.22
1381.23,11.74,-4.35,13.06,30.49,14.58,1.07,1.07,1.07,-0.24
1281.49,11.89,-3.66,13.09,30.39,14.58,1.08,1.08,1.08,-0.23
1365.35,11.67,-4.59,12.94,30.28,14.58,1.07,1.07,1.07,-0.26
1393.02,11.76,-5.4,12.9,30.26,13.8,1.07,1.07,1.07,-0.25
1325.15,11.42,3.68,12.85,30.18,6.92,1.07,1.07,1.07,-0.25
1302.34,11.44,4.6,12.84,30.05,6.91,1.07,1.07,1.07,-0.24
1429.39,11.68,4.83,12.95,30,6.91,1.07,1.07,1.07,-0.21
1384.51,11.72,4.23,12.98,30.01,6.91,1.08,1.08,1.08,-0.31
1291.43,11.92,3.53,13.01,30.07,6.91,1.09,1.09,1.09,-0.29
1340.11,12.43,4.76,13.1,30,6.91,1.1,1.1,1.1,-0.2
1441.01,12.39,5.37,13.14,30.02,6.91,1.09,1.09,1.09,-0.24
1356.58,11.87,3.75,13.1,30,6.91,1.08,1.08,1.08,-0.21
1321.36,11.39,2.07,13.02,30,6.91,1.08,1.08,1.08,-0.2
1309.79,11.56,2.03,12.9,30,6.91,1.08,1.08,1.08,-0.24
1451.29,11.81,1.06,12.86,30.02,6.91,1.08,1.08,1.08,-0.25
1333.86,11.56,0.08,12.75,30,6.91,1.08,1.08,1.08,-0.23
1293.5,11.84,0.11,12.74,30,6.91,1.09,1.09,1.09,-0.29
1407.87,12.05,0.36,12.83,30,6.91,1.09,1.09,1.09,-0.18
1396.97,12.36,0.85,12.9,30,6.91,1.09,1.09,1.09,-0.23
1323.8,12.66,1.86,12.94,30,6.91,1.1,1.1,1.1,-0.29
1288.42,12.29,1.61,12.98,30,6.91,1.1,1.1,1.1,-0.3
1445.65,11.97,-0.87,12.91,30,6.91,1.08,1.08,1.08,-0.22
1382.64,11.96,-0.68,12.93,30,6.91,1.09,1.09,1.09,-0.23
1328.68,12.22,2.53,12.98,30.02,6.91,1.09,1.09,1.09,-0.23
1279.43,12.35,2.28,13.02,30,6.91,1.1,1.1,1.1,-0.26
1422.57,12.22,2.65,13.1,30.05,6.91,1.09,1.09,1.09,-0.18
1384.95,11.79,0.58,13.1,30.18,6.91,1.08,1.08,1.08,-0.26
1313.9,11.9,3.28,13.14,30.2,6.91,1.09,1.09,1.09,-0.22
1279.92,11.19,3.15,12.99,30.05,6.91,1.08,1.08,1.08,-0.26
